index,match_no,ballnumber,inningno,over,outcome,batter,bowler,comment,score
0,1,1,1,0.1,0,Devon Conway,Mohammed Shami,"Mohammed Shami to Devon Conway, no run,",0
1,1,2,1,0.2,1lb,Devon Conway,Mohammed Shami,"Mohammed Shami to Devon Conway, 1 leg bye,",1
2,1,3,1,0.3,0,Ruturaj Gaikwad,Mohammed Shami,"Mohammed Shami to Ruturaj Gaikwad, no run,",0
3,1,4,1,0.4,1,Ruturaj Gaikwad,Mohammed Shami,"Mohammed Shami to Ruturaj Gaikwad, 1 run,",1
4,1,5,1,0.5,0,Devon Conway,Mohammed Shami,"Mohammed Shami to Devon Conway, no run,",0
5,1,6,1,0.6,0,Devon Conway,Mohammed Shami,"Mohammed Shami to Devon Conway, no run,",0
6,1,7,1,1.1,4,Ruturaj Gaikwad,Hardik Pandya,"Hardik Pandya to Ruturaj Gaikwad, Four,",4
7,1,8,1,1.2,0,Ruturaj Gaikwad,Hardik Pandya,"Hardik Pandya to Ruturaj Gaikwad, no run,",0
8,1,9,1,1.3,4,Ruturaj Gaikwad,Hardik Pandya,"Hardik Pandya to Ruturaj Gaikwad, Four,",4
9,1,10,1,1.4,1,Ruturaj Gaikwad,Hardik Pandya,"Hardik Pandya to Ruturaj Gaikwad, 1 run,",1
10,1,11,1,1.5,1,Devon Conway,Hardik Pandya,"Hardik Pandya to Devon Conway, 1 run,",1
11,1,12,1,1.6,1,Ruturaj Gaikwad,Hardik Pandya,"Hardik Pandya to Ruturaj Gaikwad, 1 run,",1
12,1,13,1,2.1,1,Ruturaj Gaikwad,Mohammed Shami,"Mohammed Shami to Ruturaj Gaikwad, 1 run,",1
13,1,14,1,2.2,w,Devon Conway,Mohammed Shami,"Mohammed Shami to Devon Conway, no run,                           Wicket - b M Shami batsmen out 1(6)",0
14,1,15,1,2.3,0,Moeen Ali,Mohammed Shami,"Mohammed Shami to Moeen Ali, no run,",0
15,1,16,1,2.4,0,Moeen Ali,Mohammed Shami,"Mohammed Shami to Moeen Ali, no run,",0
16,1,17,1,2.5,0,Moeen Ali,Mohammed Shami,"Mohammed Shami to Moeen Ali, no run,",0
17,1,18,1,2.6,0,Moeen Ali,Mohammed Shami,"Mohammed Shami to Moeen Ali, no run,",0
18,1,19,1,3.1,6,Ruturaj Gaikwad,Josh Little,"Josh Little to Ruturaj Gaikwad, Six,",6
19,1,20,1,3.2,4,Ruturaj Gaikwad,Josh Little,"Josh Little to Ruturaj Gaikwad, Four,",4
20,1,21,1,3.3,1,Ruturaj Gaikwad,Josh Little,"Josh Little to Ruturaj Gaikwad, 1 run,",1
21,1,22,1,3.4,0,Moeen Ali,Josh Little,"Josh Little to Moeen Ali, no run,",0
22,1,23,1,3.5,4,Moeen Ali,Josh Little,"Josh Little to Moeen Ali, Four,",4
23,1,24,1,3.6,0,Moeen Ali,Josh Little,"Josh Little to Moeen Ali, no run,",0
24,1,25,1,4.1,0,Ruturaj Gaikwad,Mohammed Shami,"Mohammed Shami to Ruturaj Gaikwad, no run,",0
25,1,26,1,4.2,1,Ruturaj Gaikwad,Mohammed Shami,"Mohammed Shami to Ruturaj Gaikwad, 1 run,",1
26,1,27,1,4.3,4,Moeen Ali,Mohammed Shami,"Mohammed Shami to Moeen Ali, Four,",4
27,1,28,1,4.4,1nb,Moeen Ali,Mohammed Shami,"Mohammed Shami to Moeen Ali, 1 no ball,",1
28,1,29,1,4.4,6,Moeen Ali,Mohammed Shami,"Mohammed Shami to Moeen Ali, Six,",6
29,1,30,1,4.5,4,Moeen Ali,Mohammed Shami,"Mohammed Shami to Moeen Ali, Four,",4
30,1,31,1,4.6,1,Moeen Ali,Mohammed Shami,"Mohammed Shami to Moeen Ali, 1 run,",1
31,1,32,1,5.1,0,Moeen Ali,Rashid Khan,"Rashid Khan to Moeen Ali, no run,",0
32,1,33,1,5.2,0,Moeen Ali,Rashid Khan,"Rashid Khan to Moeen Ali, no run,",0
33,1,34,1,5.3,0,Moeen Ali,Rashid Khan,"Rashid Khan to Moeen Ali, no run,",0
34,1,35,1,5.4,4,Moeen Ali,Rashid Khan,"Rashid Khan to Moeen Ali, Four,",4
35,1,36,1,5.5,w,Moeen Ali,Rashid Khan,"Rashid Khan to Moeen Ali, no run,                           Wicket - c Wriddhiman Saha b Rashid Khan batsmen out 23(17)",0
36,1,37,1,5.6,1,Ben S,Rashid Khan,"Rashid Khan to Ben Stokes, 1 run,",1
37,1,38,1,6.1,0,Ben S,Hardik Pandya,"Hardik Pandya to Ben Stokes, no run,",0
38,1,39,1,6.2,1,Ben S,Hardik Pandya,"Hardik Pandya to Ben Stokes, 1 run,",1
39,1,40,1,6.3,6,Ruturaj Gaikwad,Hardik Pandya,"Hardik Pandya to Ruturaj Gaikwad, Six,",6
40,1,41,1,6.4,6,Ruturaj Gaikwad,Hardik Pandya,"Hardik Pandya to Ruturaj Gaikwad, Six,",6
41,1,42,1,6.5,0,Ruturaj Gaikwad,Hardik Pandya,"Hardik Pandya to Ruturaj Gaikwad, no run,",0
42,1,43,1,6.6,0,Ruturaj Gaikwad,Hardik Pandya,"Hardik Pandya to Ruturaj Gaikwad, no run,",0
43,1,44,1,7.1,1,Ben S,Rashid Khan,"Rashid Khan to Ben Stokes, 1 run,",1
44,1,45,1,7.2,1,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, 1 run,",1
45,1,46,1,7.3,4,Ben S,Rashid Khan,"Rashid Khan to Ben Stokes, Four,",4
46,1,47,1,7.4,w,Ben S,Rashid Khan,"Rashid Khan to Ben Stokes, no run,                           Wicket - c Wriddhiman Saha b Rashid Khan batsmen out 7(6)",0
47,1,48,1,7.5,1,Ambati Rayudu,Rashid Khan,"Rashid Khan to Ambati Rayudu, 1 run,",1
48,1,49,1,7.6,1,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, 1 run,",1
49,1,50,1,8.1,6,Ruturaj Gaikwad,Alzarri Joseph,"Alzarri Joseph to Ruturaj Gaikwad, Six,",6
50,1,51,1,8.2,0,Ruturaj Gaikwad,Alzarri Joseph,"Alzarri Joseph to Ruturaj Gaikwad, no run,",0
51,1,52,1,8.3,0,Ruturaj Gaikwad,Alzarri Joseph,"Alzarri Joseph to Ruturaj Gaikwad, no run,",0
52,1,53,1,8.4,6,Ruturaj Gaikwad,Alzarri Joseph,"Alzarri Joseph to Ruturaj Gaikwad, Six,",6
53,1,54,1,8.5,0,Ruturaj Gaikwad,Alzarri Joseph,"Alzarri Joseph to Ruturaj Gaikwad, no run,",0
54,1,55,1,8.6,6,Ruturaj Gaikwad,Alzarri Joseph,"Alzarri Joseph to Ruturaj Gaikwad, Six,",6
55,1,56,1,9.1,0,Ambati Rayudu,Rashid Khan,"Rashid Khan to Ambati Rayudu, no run,",0
56,1,57,1,9.2,1,Ambati Rayudu,Rashid Khan,"Rashid Khan to Ambati Rayudu, 1 run,",1
57,1,58,1,9.3,1,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, 1 run,",1
58,1,59,1,9.4,1,Ambati Rayudu,Rashid Khan,"Rashid Khan to Ambati Rayudu, 1 run,",1
59,1,60,1,9.5,0,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, no run,",0
60,1,61,1,9.6,0,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, no run,",0
61,1,62,1,10.1,0,Ambati Rayudu,Josh Little,"Josh Little to Ambati Rayudu, no run,",0
62,1,63,1,10.2,0,Ambati Rayudu,Josh Little,"Josh Little to Ambati Rayudu, no run,",0
63,1,64,1,10.3,0,Ambati Rayudu,Josh Little,"Josh Little to Ambati Rayudu, no run,",0
64,1,65,1,10.4,1,Ambati Rayudu,Josh Little,"Josh Little to Ambati Rayudu, 1 run,",1
65,1,66,1,10.5,0,Ruturaj Gaikwad,Josh Little,"Josh Little to Ruturaj Gaikwad, no run,",0
66,1,67,1,10.6,6,Ruturaj Gaikwad,Josh Little,"Josh Little to Ruturaj Gaikwad, Six,",6
67,1,68,1,11.1,1,Ambati Rayudu,Yash Dayal,"Yash Dayal to Ambati Rayudu, 1 run,",1
68,1,69,1,11.2,0,Ruturaj Gaikwad,Yash Dayal,"Yash Dayal to Ruturaj Gaikwad, no run,",0
69,1,70,1,11.3,6,Ruturaj Gaikwad,Yash Dayal,"Yash Dayal to Ruturaj Gaikwad, Six,",6
70,1,71,1,11.4,0,Ruturaj Gaikwad,Yash Dayal,"Yash Dayal to Ruturaj Gaikwad, no run,",0
71,1,72,1,11.5,1,Ruturaj Gaikwad,Yash Dayal,"Yash Dayal to Ruturaj Gaikwad, 1 run,",1
72,1,73,1,11.6,6,Ambati Rayudu,Yash Dayal,"Yash Dayal to Ambati Rayudu, Six,",6
73,1,74,1,12.1,1,Ruturaj Gaikwad,Josh Little,"Josh Little to Ruturaj Gaikwad, 1 run,",1
74,1,75,1,12.2,1,Ambati Rayudu,Josh Little,"Josh Little to Ambati Rayudu, 1 run,",1
75,1,76,1,12.3,4,Ruturaj Gaikwad,Josh Little,"Josh Little to Ruturaj Gaikwad, Four,",4
76,1,77,1,12.4,1,Ruturaj Gaikwad,Josh Little,"Josh Little to Ruturaj Gaikwad, 1 run,",1
77,1,78,1,12.5,w,Ambati Rayudu,Josh Little,"Josh Little to Ambati Rayudu, no run,                           Wicket - b Josh Little batsmen out 12(12)",0
78,1,79,1,12.6,0,Shivam Dube,Josh Little,"Josh Little to Shivam Dube, no run,",0
79,1,80,1,13.1,1,Ruturaj Gaikwad,Alzarri Joseph,"Alzarri Joseph to Ruturaj Gaikwad, 1 run,",1
80,1,81,1,13.2,1,Shivam Dube,Alzarri Joseph,"Alzarri Joseph to Shivam Dube, 1 run,",1
81,1,82,1,13.3,1,Ruturaj Gaikwad,Alzarri Joseph,"Alzarri Joseph to Ruturaj Gaikwad, 1 run,",1
82,1,83,1,13.4,0,Shivam Dube,Alzarri Joseph,"Alzarri Joseph to Shivam Dube, no run,",0
83,1,84,1,13.5,0,Shivam Dube,Alzarri Joseph,"Alzarri Joseph to Shivam Dube, no run,",0
84,1,85,1,13.6,1,Shivam Dube,Alzarri Joseph,"Alzarri Joseph to Shivam Dube, 1 run,",1
85,1,86,1,14.1,1,Shivam Dube,Hardik Pandya,"Hardik Pandya to Shivam Dube, 1 run,",1
86,1,87,1,14.2,1,Ruturaj Gaikwad,Hardik Pandya,"Hardik Pandya to Ruturaj Gaikwad, 1 run,",1
87,1,88,1,14.3,4lb,Shivam Dube,Hardik Pandya,"Hardik Pandya to Shivam Dube, 4 leg bye,",4
88,1,89,1,14.4,1,Shivam Dube,Hardik Pandya,"Hardik Pandya to Shivam Dube, 1 run,",1
89,1,90,1,14.5,0,Ruturaj Gaikwad,Hardik Pandya,"Hardik Pandya to Ruturaj Gaikwad, no run,",0
90,1,91,1,14.6,1,Ruturaj Gaikwad,Hardik Pandya,"Hardik Pandya to Ruturaj Gaikwad, 1 run,",1
91,1,92,1,15.1,1,Ruturaj Gaikwad,Alzarri Joseph,"Alzarri Joseph to Ruturaj Gaikwad, 1 run,",1
92,1,93,1,15.2,0,Shivam Dube,Alzarri Joseph,"Alzarri Joseph to Shivam Dube, no run,",0
93,1,94,1,15.3,1,Shivam Dube,Alzarri Joseph,"Alzarri Joseph to Shivam Dube, 1 run,",1
94,1,95,1,15.4,1,Ruturaj Gaikwad,Alzarri Joseph,"Alzarri Joseph to Ruturaj Gaikwad, 1 run,",1
95,1,96,1,15.5,2,Shivam Dube,Alzarri Joseph,"Alzarri Joseph to Shivam Dube, 2 runs,",2
96,1,97,1,15.6,2,Shivam Dube,Alzarri Joseph,"Alzarri Joseph to Shivam Dube, 2 runs,",2
97,1,98,1,16.1,6,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, Six,",6
98,1,99,1,16.2,2,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, 2 runs,",2
99,1,100,1,16.3,1,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, 1 run,",1
100,1,101,1,16.4,1b,Shivam Dube,Rashid Khan,"Rashid Khan to Shivam Dube, 1 bye,",1
101,1,102,1,16.5,0,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, no run,",0
102,1,103,1,16.6,1,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, 1 run,",1
103,1,104,1,17.1,w,Ruturaj Gaikwad,Alzarri Joseph,"Alzarri Joseph to Ruturaj Gaikwad, no run,                           Wicket - c Shubman Gill b Alzarri Joseph batsmen out 92(50)",0
104,1,105,1,17.2,1,Ravindra Jadeja,Alzarri Joseph,"Alzarri Joseph to Ravindra Jadeja, 1 run,",1
105,1,106,1,17.3,1,Shivam Dube,Alzarri Joseph,"Alzarri Joseph to Shivam Dube, 1 run,",1
106,1,107,1,17.4,w,Ravindra Jadeja,Alzarri Joseph,"Alzarri Joseph to Ravindra Jadeja, no run,                           Wicket - c Vijay Shankar b Alzarri Joseph batsmen out 1(2)",0
107,1,108,1,17.5,1,MS Dhoni,Alzarri Joseph,"Alzarri Joseph to MS Dhoni, 1 run,",1
108,1,109,1,17.6,1,Shivam Dube,Alzarri Joseph,"Alzarri Joseph to Shivam Dube, 1 run,",1
109,1,110,1,18.1,2,Shivam Dube,Mohammed Shami,"Mohammed Shami to Shivam Dube, 2 runs,",2
110,1,111,1,18.2,6,Shivam Dube,Mohammed Shami,"Mohammed Shami to Shivam Dube, Six,",6
111,1,112,1,18.3,w,Shivam Dube,Mohammed Shami,"Mohammed Shami to Shivam Dube, no run,                           Wicket - c Rashid Khan b M Shami batsmen out 19(18)",0
112,1,113,1,18.4,0,Mitchell Santner,Mohammed Shami,"Mohammed Shami to Mitchell Santner, no run,",0
113,1,114,1,18.5,1,Mitchell Santner,Mohammed Shami,"Mohammed Shami to Mitchell Santner, 1 run,",1
114,1,115,1,18.6,1,MS Dhoni,Mohammed Shami,"Mohammed Shami to MS Dhoni, 1 run,",1
115,1,116,1,19.1,1,MS Dhoni,Josh Little,"Josh Little to MS Dhoni, 1 run,",1
116,1,117,1,19.2,1lb,Mitchell Santner,Josh Little,"Josh Little to Mitchell Santner, 1 leg bye,",1
117,1,118,1,19.3,6,MS Dhoni,Josh Little,"Josh Little to MS Dhoni, Six,",6
118,1,119,1,19.4,4,MS Dhoni,Josh Little,"Josh Little to MS Dhoni, Four,",4
119,1,120,1,19.5,0,MS Dhoni,Josh Little,"Josh Little to MS Dhoni, no run,",0
120,1,121,1,19.6,1,MS Dhoni,Josh Little,"Josh Little to MS Dhoni, 1 run,",1
121,1,1,2,0.1,0,Wriddhiman Saha,Deepak Chahar,"Deepak Chahar to Wriddhiman Saha, no run,",0
122,1,2,2,0.2,0,Wriddhiman Saha,Deepak Chahar,"Deepak Chahar to Wriddhiman Saha, no run,",0
123,1,3,2,0.3,0,Wriddhiman Saha,Deepak Chahar,"Deepak Chahar to Wriddhiman Saha, no run,",0
124,1,4,2,0.4,1,Wriddhiman Saha,Deepak Chahar,"Deepak Chahar to Wriddhiman Saha, 1 run,",1
125,1,5,2,0.5,2,Shubman Gill,Deepak Chahar,"Deepak Chahar to Shubman Gill, 2 runs,",2
126,1,6,2,0.6,0,Shubman Gill,Deepak Chahar,"Deepak Chahar to Shubman Gill, no run,",0
127,1,7,2,1.1,6,Wriddhiman Saha,Tushar Deshpande,"Tushar Deshpande to Wriddhiman Saha, Six,",6
128,1,8,2,1.2,4,Wriddhiman Saha,Tushar Deshpande,"Tushar Deshpande to Wriddhiman Saha, Four,",4
129,1,9,2,1.3,1lb,Wriddhiman Saha,Tushar Deshpande,"Tushar Deshpande to Wriddhiman Saha, 1 leg bye,",1
130,1,10,2,1.4,0,Shubman Gill,Tushar Deshpande,"Tushar Deshpande to Shubman Gill, no run,",0
131,1,11,2,1.5,4,Shubman Gill,Tushar Deshpande,"Tushar Deshpande to Shubman Gill, Four,",4
132,1,12,2,1.6,0,Shubman Gill,Tushar Deshpande,"Tushar Deshpande to Shubman Gill, no run,",0
133,1,13,2,2.1,1,Wriddhiman Saha,Deepak Chahar,"Deepak Chahar to Wriddhiman Saha, 1 run,",1
134,1,14,2,2.2,1,Shubman Gill,Deepak Chahar,"Deepak Chahar to Shubman Gill, 1 run,",1
135,1,15,2,2.3,1,Wriddhiman Saha,Deepak Chahar,"Deepak Chahar to Wriddhiman Saha, 1 run,",1
136,1,16,2,2.4,1,Shubman Gill,Deepak Chahar,"Deepak Chahar to Shubman Gill, 1 run,",1
137,1,17,2,2.5,6,Wriddhiman Saha,Deepak Chahar,"Deepak Chahar to Wriddhiman Saha, Six,",6
138,1,18,2,2.6,1,Wriddhiman Saha,Deepak Chahar,"Deepak Chahar to Wriddhiman Saha, 1 run,",1
139,1,19,2,3.1,0,Wriddhiman Saha,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Wriddhiman Saha, no run,",0
140,1,20,2,3.2,1nb,Wriddhiman Saha,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Wriddhiman Saha, 1 no ball,",1
141,1,21,2,3.2,1wd,Wriddhiman Saha,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Wriddhiman Saha, 1 wide,",1
142,1,22,2,3.2,4,Wriddhiman Saha,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Wriddhiman Saha, Four,",4
143,1,23,2,3.3,1,Wriddhiman Saha,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Wriddhiman Saha, 1 run,",1
144,1,24,2,3.4,1,Shubman Gill,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Shubman Gill, 1 run,",1
145,1,25,2,3.5,w,Wriddhiman Saha,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Wriddhiman Saha, no run,                           Wicket - c S Dube b RS Hangargekar batsmen out 25(16)",0
146,1,26,2,3.6,4,Sai Sudharsan,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Sai Sudharsan, Four,",4
147,1,27,2,4.1,4,Shubman Gill,Tushar Deshpande,"Tushar Deshpande to Shubman Gill, Four,",4
148,1,28,2,4.2,1,Shubman Gill,Tushar Deshpande,"Tushar Deshpande to Shubman Gill, 1 run,",1
149,1,29,2,4.3,2nb,Sai Sudharsan,Tushar Deshpande,"Tushar Deshpande to Sai Sudharsan, 2 no ball,",2
150,1,30,2,4.3,6,Shubman Gill,Tushar Deshpande,"Tushar Deshpande to Shubman Gill, Six,",6
151,1,31,2,4.4,0,Shubman Gill,Tushar Deshpande,"Tushar Deshpande to Shubman Gill, no run,",0
152,1,32,2,4.5,1,Shubman Gill,Tushar Deshpande,"Tushar Deshpande to Shubman Gill, 1 run,",1
153,1,33,2,4.6,1,Sai Sudharsan,Tushar Deshpande,"Tushar Deshpande to Sai Sudharsan, 1 run,",1
154,1,34,2,5.1,0,Sai Sudharsan,Mitchell Santner,"Mitchell Santner to Sai Sudharsan, no run,",0
155,1,35,2,5.2,0,Sai Sudharsan,Mitchell Santner,"Mitchell Santner to Sai Sudharsan, no run,",0
156,1,36,2,5.3,0,Sai Sudharsan,Mitchell Santner,"Mitchell Santner to Sai Sudharsan, no run,",0
157,1,37,2,5.4,4,Sai Sudharsan,Mitchell Santner,"Mitchell Santner to Sai Sudharsan, Four,",4
158,1,38,2,5.5,1,Sai Sudharsan,Mitchell Santner,"Mitchell Santner to Sai Sudharsan, 1 run,",1
159,1,39,2,5.6,4,Shubman Gill,Mitchell Santner,"Mitchell Santner to Shubman Gill, Four,",4
160,1,40,2,6.1,1,Sai Sudharsan,Ravindra Jadeja,"Ravindra Jadeja to Sai Sudharsan, 1 run,",1
161,1,41,2,6.2,2,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, 2 runs,",2
162,1,42,2,6.3,0,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, no run,",0
163,1,43,2,6.4,1lb,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, 1 leg bye,",1
164,1,44,2,6.5,0,Sai Sudharsan,Ravindra Jadeja,"Ravindra Jadeja to Sai Sudharsan, no run,",0
165,1,45,2,6.6,2,Sai Sudharsan,Ravindra Jadeja,"Ravindra Jadeja to Sai Sudharsan, 2 runs,",2
166,1,46,2,7.1,0,Shubman Gill,Mitchell Santner,"Mitchell Santner to Shubman Gill, no run,",0
167,1,47,2,7.2,1,Shubman Gill,Mitchell Santner,"Mitchell Santner to Shubman Gill, 1 run,",1
168,1,48,2,7.3,4,Sai Sudharsan,Mitchell Santner,"Mitchell Santner to Sai Sudharsan, Four,",4
169,1,49,2,7.4,1,Sai Sudharsan,Mitchell Santner,"Mitchell Santner to Sai Sudharsan, 1 run,",1
170,1,50,2,7.5,4,Shubman Gill,Mitchell Santner,"Mitchell Santner to Shubman Gill, Four,",4
171,1,51,2,7.6,1,Shubman Gill,Mitchell Santner,"Mitchell Santner to Shubman Gill, 1 run,",1
172,1,52,2,8.1,1,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, 1 run,",1
173,1,53,2,8.2,1,Sai Sudharsan,Ravindra Jadeja,"Ravindra Jadeja to Sai Sudharsan, 1 run,",1
174,1,54,2,8.3,0,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, no run,",0
175,1,55,2,8.4,2,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, 2 runs,",2
176,1,56,2,8.5,1,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, 1 run,",1
177,1,57,2,8.6,2,Sai Sudharsan,Ravindra Jadeja,"Ravindra Jadeja to Sai Sudharsan, 2 runs,",2
178,1,58,2,9.1,1,Shubman Gill,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Shubman Gill, 1 run,",1
179,1,59,2,9.2,0,Sai Sudharsan,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Sai Sudharsan, no run,",0
180,1,60,2,9.3,w,Sai Sudharsan,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Sai Sudharsan, no run,                           Wicket - c MS Dhoni b RS Hangargekar batsmen out 22(17)",0
181,1,61,2,9.4,2,Hardik Pandya,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Hardik Pandya, 2 runs,",2
182,1,62,2,9.5,0,Hardik Pandya,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Hardik Pandya, no run,",0
183,1,63,2,9.6,1,Hardik Pandya,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Hardik Pandya, 1 run,",1
184,1,64,2,10.1,0,Hardik Pandya,Ravindra Jadeja,"Ravindra Jadeja to Hardik Pandya, no run,",0
185,1,65,2,10.2,1,Hardik Pandya,Ravindra Jadeja,"Ravindra Jadeja to Hardik Pandya, 1 run,",1
186,1,66,2,10.3,1,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, 1 run,",1
187,1,67,2,10.4,1,Hardik Pandya,Ravindra Jadeja,"Ravindra Jadeja to Hardik Pandya, 1 run,",1
188,1,68,2,10.5,4,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, Four,",4
189,1,69,2,10.6,6,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, Six,",6
190,1,70,2,11.1,1,Hardik Pandya,Mitchell Santner,"Mitchell Santner to Hardik Pandya, 1 run,",1
191,1,71,2,11.2,1,Shubman Gill,Mitchell Santner,"Mitchell Santner to Shubman Gill, 1 run,",1
192,1,72,2,11.3,1,Hardik Pandya,Mitchell Santner,"Mitchell Santner to Hardik Pandya, 1 run,",1
193,1,73,2,11.4,1,Shubman Gill,Mitchell Santner,"Mitchell Santner to Shubman Gill, 1 run,",1
194,1,74,2,11.5,0,Hardik Pandya,Mitchell Santner,"Mitchell Santner to Hardik Pandya, no run,",0
195,1,75,2,11.6,1,Hardik Pandya,Mitchell Santner,"Mitchell Santner to Hardik Pandya, 1 run,",1
196,1,76,2,12.1,w,Hardik Pandya,Ravindra Jadeja,"Ravindra Jadeja to Hardik Pandya, no run,                           Wicket - b RA Jadeja batsmen out 8(11)",0
197,1,77,2,12.2,0,Vijay Shankar,Ravindra Jadeja,"Ravindra Jadeja to Vijay Shankar, no run,",0
198,1,78,2,12.3,0,Vijay Shankar,Ravindra Jadeja,"Ravindra Jadeja to Vijay Shankar, no run,",0
199,1,79,2,12.4,0,Vijay Shankar,Ravindra Jadeja,"Ravindra Jadeja to Vijay Shankar, no run,",0
200,1,80,2,12.5,2,Vijay Shankar,Ravindra Jadeja,"Ravindra Jadeja to Vijay Shankar, 2 runs,",2
201,1,81,2,12.6,1,Vijay Shankar,Ravindra Jadeja,"Ravindra Jadeja to Vijay Shankar, 1 run,",1
202,1,82,2,13.1,1wd,Vijay Shankar,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Vijay Shankar, 1 wide,",1
203,1,83,2,13.1,0,Vijay Shankar,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Vijay Shankar, no run,",0
204,1,84,2,13.2,4,Vijay Shankar,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Vijay Shankar, Four,",4
205,1,85,2,13.3,1,Vijay Shankar,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Vijay Shankar, 1 run,",1
206,1,86,2,13.4,1,Shubman Gill,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Shubman Gill, 1 run,",1
207,1,87,2,13.5,1wd,Vijay Shankar,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Vijay Shankar, 1 wide,",1
208,1,88,2,13.5,1,Vijay Shankar,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Vijay Shankar, 1 run,",1
209,1,89,2,13.6,4,Shubman Gill,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Shubman Gill, Four,",4
210,1,90,2,14.1,1,Vijay Shankar,Tushar Deshpande,"Tushar Deshpande to Vijay Shankar, 1 run,",1
211,1,91,2,14.2,1,Shubman Gill,Tushar Deshpande,"Tushar Deshpande to Shubman Gill, 1 run,",1
212,1,92,2,14.3,2,Vijay Shankar,Tushar Deshpande,"Tushar Deshpande to Vijay Shankar, 2 runs,",2
213,1,93,2,14.4,1,Vijay Shankar,Tushar Deshpande,"Tushar Deshpande to Vijay Shankar, 1 run,",1
214,1,94,2,14.5,6,Shubman Gill,Tushar Deshpande,"Tushar Deshpande to Shubman Gill, Six,",6
215,1,95,2,14.6,w,Shubman Gill,Tushar Deshpande,"Tushar Deshpande to Shubman Gill, no run,                           Wicket - c RD Gaikwad b TU Deshpande batsmen out 63(36)",0
216,1,96,2,15.1,1,Vijay Shankar,Mitchell Santner,"Mitchell Santner to Vijay Shankar, 1 run,",1
217,1,97,2,15.2,1,Rahul Tewatia,Mitchell Santner,"Mitchell Santner to Rahul Tewatia, 1 run,",1
218,1,98,2,15.3,4,Vijay Shankar,Mitchell Santner,"Mitchell Santner to Vijay Shankar, Four,",4
219,1,99,2,15.4,1,Vijay Shankar,Mitchell Santner,"Mitchell Santner to Vijay Shankar, 1 run,",1
220,1,100,2,15.5,0,Rahul Tewatia,Mitchell Santner,"Mitchell Santner to Rahul Tewatia, no run,",0
221,1,101,2,15.6,0,Rahul Tewatia,Mitchell Santner,"Mitchell Santner to Rahul Tewatia, no run,",0
222,1,102,2,16.1,1,Vijay Shankar,Deepak Chahar,"Deepak Chahar to Vijay Shankar, 1 run,",1
223,1,103,2,16.2,1,Rahul Tewatia,Deepak Chahar,"Deepak Chahar to Rahul Tewatia, 1 run,",1
